Label,Time,ID,Signal1_of_ID,Signal2_of_ID,Signal3_of_ID,Signal4_of_ID
1,73499054.9245,id6,0.5263157894736842,0.6666666666666666
1,73499052.5643,id5,0.23198418188424272,0.5260216173563532
1,73499052.0634,id3,1.0,1.0
1,73499051.4509,id8,0.15397549536323799
1,73499050.3417,id1,0.8097760526107551,0.0
1,73499047.4205,id4,0.12016000000000002
1,73499047.2955,id7,0.039852798695373275,0.0
1,73499045.4139,id10,0.2707900710441846,0.6666666666666666,0.45788634576714266,0.38318749225781173
1,73499037.5643,id5,0.22982795591001343,0.5264466294526687
1,73499037.0634,id3,0.8,1.0
1,73499036.4509,id8,0.15380479082292398
1,73499035.3417,id1,0.8096259067956619,1.0
1,73499032.2955,id7,0.03980861599171957,1.0
1,73499030.6965,id9,0.27065442700621856
1,73499030.6763,id2,0.0,0.8133907952333099,0.1501011620803127
1,73499024.9245,id6,0.5263157894736842,0.5555555555555556
1,73499022.5643,id5,0.22760977431081794,0.5264466294526687
1,73499022.0634,id3,0.6,1.0
1,73499021.4509,id8,0.15363408628260997
1,73499020.3417,id1,0.8094957380683317,0.75
1,73499017.2955,id7,0.03976443328806637,0.75
1,73499007.5643,id5,0.22539613740884012,0.5264466294526687
1,73499007.0634,id3,0.4,1.0
1,73499006.4509,id8,0.15363408628260997
1,73499005.3417,id1,0.8093856170191802,0.5
1,73499002.4205,id4,0.13184
1,73499002.2955,id7,0.03976443328806637,0.5
1,73499000.6965,id9,0.27065442700621856
1,73499000.6763,id2,0.0,0.8131536352639183,0.14993382180502754
1,73499000.4139,id10,0.2707900710441846,0.5555555555555556,0.4586181980718478,0.38301054166142007
1,73498994.9245,id6,0.5263157894736842,0.4444444444444444
1,73498992.5643,id5,0.22318706126308058,0.5271678477215561
1,73498992.0634,id3,0.2,1.0
1,73498991.4509,id8,0.15346338174229593
1,73498990.3171,id1,0.8092954730577915,0.25
1,73498987.2955,id7,0.03972025058441316,0.25
1,73498977.5643,id5,0.22104676581761393,0.5271678477215561
1,73498977.0634,id3,0.0,1.0
1,73498976.4509,id8,0.15329267720198197
1,73498975.3171,id1,0.8091953758477295,0.0
1,73498972.2955,id7,0.03967606788075947,0.0
1,73498970.6965,id9,0.27065442700621856
1,73498970.6763,id2,0.0,0.8129658693364719,0.14959914622986606
1,73498964.9245,id6,0.5263157894736842,0.3333333333333333
1,73498962.5643,id5,0.21903267805918952,0.5271678477215561
1,73498962.0634,id3,1.0,1.0
1,73498961.4509,id8,0.15312197266166794
1,73498960.3171,id1,0.8091053024767567,1.0
1,73498957.4205,id4,0.14168
1,73498957.2955,id7,0.03963188517710626,1.0
1,73498955.4139,id10,0.27079007104418457,0.3333333333333333,0.45970336802378226,0.3828834993872795
1,73498947.5643,id5,0.2169566346757989,0.5282367312631275
1,73498947.0634,id3,0.8,1.0
1,73498946.4509,id8,0.15295126812135393
1,73498945.3171,id1,0.8090252529448736,0.75
1,73498942.2955,id7,0.039587702473452564,0.75
1,73498940.6965,id9,0.27065442700621856
1,73498940.6763,id2,0.0,0.8127979579167144,0.1492644772885781
1,73498934.9245,id6,0.5263157894736842,0.2222222222222222
1,73498932.5643,id5,0.2148828716705175,0.5282367312631275
1,73498932.0634,id3,0.6,1.0
1,73498931.4509,id8,0.15278056358103992
1,73498930.3171,id1,0.8089852281789319,0.5
1,73498927.2955,id7,0.03954351976979936,0.5
1,73498917.5643,id5,0.212818214118672,0.5282367312631275
1,73498917.0634,id3,0.4,1.0
1,73498916.4509,id8,0.1526098590407259
1,73498915.3171,id1,0.8089551566616637,0.25
1,73498912.4205,id4,0.15167999999999998
1,73498912.2955,id7,0.03949933706614566,0.25
1,73498910.6965,id9,0.27065442700621856
1,73498910.6763,id2,0.0,0.812728772288611,0.14892981498115815
1,73498910.4139,id10,0.27079007104418457,0.2222222222222222,0.46144363739803035,0.38281545130944095
1,73498904.9245,id6,0.5263157894736842,0.1111111111111111
1,73498902.5643,id5,0.21043464087055844,0.5299495916989301
1,73498902.0634,id3,0.2,1.0
1,73498901.4509,id8,0.15243915450041187
1,73498900.3171,id1,0.8089451328225742,0.0
1,73498897.2955,id7,0.03945515436249246,0.0
1,73498887.5643,id5,0.20811986438173852,0.5299495916989301
1,73498887.0634,id3,0.0,1.0
1,73498886.4509,id8,0.1522684499600979
1,73498885.3171,id1,0.8089550860712474,1.0
1,73498882.2955,id7,0.03941097165883925,1.0
1,73498880.6965,id9,0.27065442700621856
1,73498880.6763,id2,0.0,0.8127287026151078,0.14859515930761544
1,73498874.9245,id6,0.5263157894736842,0.0
1,73498872.5643,id5,0.20587386859321147,0.5299495916989301
1,73498872.0634,id3,1.0,1.0
1,73498871.4509,id8,0.15209774541978388
1,73498870.3171,id1,0.8089750631590101,0.75
1,73498867.4205,id4,0.16240000000000002
1,73498867.2955,id7,0.039366788955185555,0.75
1,73498865.4139,id10,0.27079007104418457,0.0,0.46368344409024037,0.38282447319846313
1,73498857.5643,id5,0.20363015318279354,0.5321517881061887
1,73498857.0634,id3,0.8,1.0
1,73498856.4509,id8,0.15192704087946987
1,73498855.3171,id1,0.8089850164076834,0.5
1,73498852.2955,id7,0.03932260625153235,0.5
1,73498850.6965,id9,0.27065442700621856
1,73498850.6763,id2,0.0,0.8127582441512556,0.14826051026794254
1,73498844.9245,id6,0.5263157894736842,1.0
1,73498842.5643,id5,0.2013841573942665,0.5321517881061887
1,73498842.0634,id3,0.6,1.0
1,73498841.4509,id8,0.15175633633915586
1,73498840.3171,id1,0.808994969656357,0.25
1,73498837.2955,id7,0.03927842354787865,0.25
1,73498827.5643,id5,0.1992666336118901,0.5321517881061887
1,73498827.0634,id3,0.4,1.0
1,73498826.4509,id8,0.15141492725852784
1,73498825.3171,id1,0.8089949696563569,0.0
1,73498822.4205,id4,0.17296
1,73498822.2955,id7,0.03919005814057224,0.0
1,73498820.6965,id9,0.27065442700621856
1,73498820.6763,id2,0.0,0.8127680680925441,0.14775854914694886
1,73498820.4139,id10,0.27079007104418457,1.0,0.4659521341051939,0.3828334950874855
1,73498814.9245,id6,0.5263157894736842,0.8888888888888888
1,73498812.5643,id5,0.19714684551040523,0.5343797140635033
1,73498812.0634,id3,0.2,1.0
1,73498811.4509,id8,0.15107351817789982
1,73498810.3171,id1,0.8089850164076834,1.0
1,73498807.2955,id7,0.03910169273326534,1.0
1,73498797.5643,id5,0.19502479308981194,0.5343797140635033
1,73498797.0634,id3,0.0,1.0
1,73498796.4509,id8,0.15073210909727178
1,73498795.3171,id1,0.8089650393199207,0.75
1,73498792.2955,id7,0.039013327325958434,0.75
1,73498790.6965,id9,0.27065442700621856
1,73498790.6763,id2,0.0,0.8127385265758318,0.1470892908708425
1,73498784.9245,id6,0.5263157894736842,0.7777777777777778
1,73498782.5643,id5,0.1929004602911095,0.5343797140635033
1,73498782.0634,id3,1.0,1.0
1,73498781.4509,id8,0.15021999547632975
1,73498780.3171,id1,0.8089350383930687,0.5
1,73498777.4205,id4,0.18192
1,73498777.2955,id7,0.03888077921499833,0.5
1,73498775.4139,id10,0.27079007104418457,0.7777777777777778,0.4682235542344297,0.38280633344287585
1,73498767.5643,id5,0.19077384711429793,0.5366076400208177
1,73498767.0634,id3,0.8,1.0
1,73498766.4509,id8,0.14987858639570173
1,73498765.3171,id1,0.8089150613053059,0.25
1,73498762.2955,id7,0.038792413807691425,0.25
1,73498760.6965,id9,0.27065442700621856
1,73498760.6763,id2,0.0,0.8126891976865197,0.14625275534125134
1,73498754.9245,id6,0.5263157894736842,0.6666666666666666
1,73498752.5643,id5,0.18884222232482137,0.5366076400208177
1,73498752.0634,id3,0.6,1.0
1,73498751.4509,id8,0.14953717731507368
1,73498750.3171,id1,0.8089250851443953,0.0
1,73498747.2955,id7,0.03870404840038452,0.0
1,73498737.5643,id5,0.18749554663834928,0.5366076400208177
1,73498737.0634,id3,0.4,1.0
1,73498736.4509,id8,0.14902506369413168
1,73498735.3171,id1,0.8089150613053059,1.0
1,73498732.4205,id4,0.18655999999999995
1,73498732.2955,id7,0.03857150028942442,1.0
1,73498730.6965,id9,0.27065442700621856
1,73498730.6763,id2,0.0,0.8126891976865197,0.14541626127336058
1,73498730.4139,id10,0.2706903464153976,0.6666666666666666,0.47049770447794736,0.38279727956133924
1,73498724.9245,id6,0.5263157894736842,0.5555555555555556
1,73498722.5643,id5,0.18614431019565883,0.5388355659781323
1,73498722.0634,id3,0.2,1.0
1,73498721.4509,id8,0.14834224553287564
1,73498720.3171,id1,0.808915061305306,0.75
1,73498717.2955,id7,0.03839476947481061,0.75
1,73498707.5643,id5,0.1847311181280023,0.5388355659781323
1,73498707.0634,id3,0.0,1.0
1,73498706.4509,id8,0.14697660921036354
1,73498705.3171,id1,0.8088950136271272,0.5
1,73498702.2955,id7,0.03804130784558349,0.5
1,73498700.6965,id9,0.27065442700621856
1,73498700.6763,id2,0.0,0.8126694103461451,0.14340884467419016
1,73498694.9245,id6,0.5263157894736842,0.4444444444444444
1,73498692.5643,id5,0.18427690535025687,0.5388355659781323
1,73498692.0634,id3,1.0,1.0
1,73498691.4509,id8,0.14561097288785146
1,73498690.3171,id1,0.8088849897880378,0.25
1,73498687.4205,id4,0.19095999999999996
1,73498687.2955,id7,0.03768784621635637,0.25
1,73498685.4139,id10,0.2706903464153976,0.4444444444444444,0.4729721408013927,0.38278365075026305
1,73498677.5643,id5,0.18401768095984652,0.5412566744588186
1,73498677.0634,id3,0.8,1.0
1,73498676.4509,id8,0.14424533656533936
1,73498675.3171,id1,0.8088849897880376,0.0
1,73498672.2955,id7,0.03733438458712876,0.0
